src_id,src_lang,tgt_lang
8117,如果患者对青霉素过敏，患有传染性单核细胞增多症的人会导致皮疹，我们开具的药物是阿奇霉素、克拉霉素或克林霉素。,"Một người bị nhiễm đơn nhân có thể bị phát ban. Nếu bệnh nhân bị dị ứng với penicillin, chúng tôi sẽ kê đơn azithromycin, clarithromycin hoặc clindamycin."
8120,这对厌氧菌非常有效，而且我们很可能需要将这些患者住院治疗，因为他们中有许多人病得很重，并且建议这样做。,Điều này rất tốt cho vi khuẩn kị khí và chúng tôi có thể sẽ phải nhập viện cho những bệnh nhân này vì nhiều người trong số họ bị bệnh và điều đó được khuyến nghị.
8122,将这种细菌产生的所有β-内酰胺酶从系统中清除，以便与之结合的阿莫西林能够发挥作用，杀死许多人身上的细菌,loại bỏ tất cả các beta-lactamase do sinh vật này sản xuất ra khỏi hệ thống để ampicillin gắn với nó có thể hoạt động trên vi khuẩn ở nhiều người
8123,我建议您添加甲硝唑以获得额外的厌氧覆盖，因为它往往能穿透血凝块，我不确定您是否绝对需要它,Tôi khuyên bạn nên thêm metronidazole để có thêm phạm vi kỵ khí vì nó có xu hướng xuyên qua cục máu đông. Tôi không chắc chắn liệu bạn có thực sự cần nó hay không.
8124,对于患有活动性白喉的患者，您可以清除这种细菌。,Bạn có thể loại bỏ vi khuẩn ở người bị bệnh bạch hầu đang hoạt động.
8125,所以我们讨论了相关并发症。,"Vì vậy, chúng tôi đã thảo luận về những biến chứng có thể xảy ra."
8127,链球菌感染会导致令人畏惧的咽腔空间感染，这可能涉及头颈部淋巴结炎的危险区域。,"Viêm họng liên cầu khuẩn có thể dẫn đến các nhiễm trùng không gian hầu họng đáng sợ, có thể ảnh hưởng đến các khu vực nguy hiểm của viêm hạch bạch huyết đầu và cổ."
8128,坏死性筋膜炎比较罕见，所以在这种情况下，我们...,"Viêm mô tế bào hoại tử khá hiếm gặp, vì vậy trong trường hợp này, chúng tôi..."
8128,鼻窦炎和中耳炎会导致乳突炎，这是一种非常严重的并发症。,"Viêm xoang và viêm tai giữa có thể dẫn đến viêm xương chũm, một biến chứng rất nghiêm trọng."
8129,我们将讨论由A组链球菌引起的颈部软组织坏死性筋膜炎，它可能导致中毒性休克综合征。,"Chúng ta sẽ thảo luận về bệnh hoại tử mô tế bào ở vùng cổ, một bệnh nhiễm trùng có thể do liên cầu khuẩn nhóm A gây ra và có thể dẫn đến hội chứng sốc nhiễm trùng."
8131,该生物体可能导致从吞噬细胞中释放出来，也有一些非分离性并发症，当然最可怕的是急性,"Cơ thể có thể dẫn đến việc giải phóng khỏi các tế bào thực bào, cũng có một số biến chứng không tách rời, điều đáng sợ nhất tất nhiên là cấp tính"
8132,第二组是注射毒品的人，现在正如你之前听到的那样，大多数新的丙型肝炎病例来自年轻人群体，他们都是注射毒品的人。,"Nhóm thứ hai là những người tiêm chích ma túy, hiện tại, như bạn đã nghe trước đó, hầu hết các trường hợp viêm gan C mới xảy ra ở nhóm dân số trẻ hơn, những người đã tiêm chích ma túy."
8133,对于这个群体，我们必须专注于全面的预防服务，而默敏医生之前对此进行了非常广泛的讨论，包括药物辅助治疗、针头计划的支持,"Đối với nhóm này, chúng ta phải tập trung vào các dịch vụ phòng ngừa toàn diện, và Tiến sĩ Mermin đã nói về điều này một cách khá rộng rãi trước đó, điều trị hỗ trợ bằng thuốc, hỗ trợ cho các chương trình kim tiêm"
8134,因此，重要的是我们将科学传播出去，关于循证解决方案，但也与人们合作,"Vì vậy, điều quan trọng là chúng ta phải phổ biến khoa học, về các giải pháp dựa trên bằng chứng, nhưng cũng là chúng ta phải hợp tác với mọi người"
