src_id,src_lang,tgt_lang
752,写 给 自己 的 第 752 封 信 为你的难过而快乐的是敌人，为你的快乐而快乐的是朋友，为你的难 过而难过的才是你的知己。,Bức thư viết cho chính mình số 752 Kẻ thù là những kẻ cười vui trên nỗi đau của bạn còn bạn bè là những người cùng bạn chia sẻ niềm vui. Những người đau buồn khi bạn không vui mới chính là tri ki
753,写 给 自己 的 第 753 封 信 再好的朋友，再亲近的人，也要给对方留下空间，不要什么事都去了 解，这样的友谊才能长久。,Bức thư viết cho chính mình số 753 Cho dù có là bạn tốt hay thân thiết như thế nào đi chăng nữa cũng cần để cho đối phương có một không gian riêng. Đừng tìm hiểu tất cả mọi chuyện của họ và có như vậy tình bạn mới có thể bền vững theo thời gian.
756,友情最可贵的不是曾一同走过的岁月，友情最 难得的是分别以后依然会时时想起。依然能记得，你，是我的朋友！,Điều quý giá nhất của tình bạn không phải là những năm tháng đã cùng nhau chung lối mà là cắm giác luôn nhớ nhung về nhau ngay cả khi đã xa cách: Cậu là bạn của tôi.
757,写 给 自己 的 第 757 封 信 在朋友交谈之间，不传坏话、不讲是非，便可促进双方的友谊。,"Bức thư viết cho chính mình số 757 Đã là ban bè với nhau thi không nên nói xấu sau lưng, không bàn tán những điều thị phi. Bằng cách đó sẽ càng gắn kết tình cảm bạn bè."
759,写 给 自己 的 第 759 封 信 朋友就像片片拼图，结合后构成一幅美丽的图画，如果不见了一片， 就永远都不会完整，你，就是我不想遗失的那重要一片。,"Bức thư viết cho chính mình số 759 Bạn bè cũng như những mảnh ghép hình, kết hợp lại với nhau sẽ tạo nên một bức tranh tuyệt đẹp. Nếu như thiếu đi một mảnh ghép thì bức tranh vĩnh viễn sẽ chẳng thể hoàn chỉnh. Bạn chính là miếng ghép quan trọng nhất mà chúng tôi không thể thiếu được."
764,有时候我们会觉得这个世界 糟透了，恨不得一切就此消失，而其实，这只不过是命运给予我们的一些 考验，没人能够幸免。,"Có lúc chúng ta tưởng chừng như thế giới này thật tồi tệ, hận rằng mọi thứ không biến mất luôn đi nhưng thực t đó chi là những thử thách khảo nghiệm và là cuộc sống dành cho chúng ta. Bạn hãy nhớ, chẳng có ai đủ may mắn tránh khỏi tất cả những điều ở trên."
764,写 给 自己 的 第 764 封 信 再好的人生也不可能只有喜悦没有疼痛，尤其是在年轻时，青涩的我 们总会遭遇各种的问题，体会各种苦辣酸甜。,"Bức thư viết cho chính mình số 764 Một cuộc đời có tốt đẹp đến thế nào đi chăng nữa cũng không thể chỉ có những niềm vui mà thiếu đi hình bóng của nỗi buồn. Đặc biệt là tuổi trẻ: Ở cái thuở còn non trẻ, chúng ta luôn gặp phải đủ các vấn đề đau đầu, nếm trải đủ hương vị đắng cay ngọt bùi của cuộc sống."
765,写 给 自己 的 第 765 封 信 如果你不够聪明，你能做的就是足够努力和坚持。找到梦想的方法如 此简单：不断尝试，当有一个愿望能把你逼疯，它就是你真的想要的。,Bức thư viết cho chính mình số 765 Nếu như bạn không thông minh thì những g bạn có thể làm là phải đủ nỗ lực và kiên trì tìm cách để đạt được ước mơ.
765,找到梦想的方法如 此简单：不断尝试，当有一个愿望能把你逼疯，它就是你真的想要的。,Đơn giản lắm: Không ngừng trải nghiệm. Khi một mong muốn nào đó bức ép bạn muốn phát điên thì đó chính là những gì bạn dang khao khát có được.
766,写 给 自己 的 第 766 封 信 爱一个自己喜欢的人，做自己喜欢的事情，拥有自己想要的亲密关 系，向自己喜欢的方向前进着，对于我们，都是像呼吸一样重要的事情。,"Bức thư viết cho chính mình số 766 Đối với tôi thì việc chúng ta yêu một người mà mình thích, làm một việc mình muốn, có được những mối quan hệ thân thiết của riêng mình, luôn tiến về mục tiêu mà mình mong muốn đều quan trọng như việc hít thở vậy."
766,生命 很长，何时上路都来得及，只要是好的改变，什么时候都不嫌晚。,"Cuộc sống còn rất dài nên bất cứ lúc nào xuất phát cũng vẫn kịp. Chỉ cần đó là một sự thay đối tốt thì không bao giờ sợ muộn, bạn nhé."
767,写 给 自己 的 第 767 封 信 没人能真正理解你，石头没砸在他脚上，他永远体会不到有多疼。,"Bức thư viết cho chính mình số 767 Không có ai có thể thật sự thấu hiểu bạn. Hòn đá đó có đập vào chân bạn, người ngoài mãi mãi sẽ chẳng thể thấu hiểu bạn đau đớn đến nhường nào."
768,写 给 自己 的 第 768 封 信 好好吃饭，好好睡觉，好好挣钱，好好花钱。不为不值得的人生气， 不为不值得的事失眠。,"Bức thư viết cho chính mình số 768 Hãy tự ăn ngon ngủ say, tự kiếm tiền và tiêu tiền, đừng tức giận vì những người không xứng đáng và đừng mất ngủ vì những chuyện không đâu."
768,既然活着就好好活着，每分钟都为自己活着。,Đã sống thi hãy sống cho thật tốt và mỗi giây mỗi phút đều phải sống cho bản thân mình.
769,写 给 自己 的 第 769 封 信 如果痛苦是杯苦酒，你要不动声色地把它喝下去；如果痛苦是道伤 疤，你要让它成为脸上的微笑。,Bức thư viết cho chính mình số 769 Nếu như đau khổ là một H rượu đẳng thì hãy ung dung chậm rãi mà uống hết nó. Nếu như đau khổ là một vết sẹo hãy biến nó thành nụ cười tươi trên môi.
770,写 给 自己 的 第 770 封 信 人生需要磨难，年轻时候的磨难是未来最宝贵的一笔财富。,Bức thư viết cho chính mình số 770 Cuộc sống cần có những khó khăn vấp ngã. Những cú vấp ngã ấy sẽ trở thành tài sản quý giá nhất của tuổi trẻ. Hãy tranh thủ lúc còn trẻ mà trải nghiệm.
772,过去的人有过 去的好，但最好的，都是你身边的那个。,Những người đã đi qua đương nhiên có cái tốt của họ nhưng những người tốt nhất là những người đang ở bên bạn.
773,写 给 自己 的 第 773 封 信 如果你不快乐，那就出去走走，世界这么大。,"Bức thư viết cho chính mình số 773 Nếu như bạn cảm thấy không vui, hãy ra ngoài đi lại cho thoải mái."
774,写 给 自己 的 第 774 封 信 有时候，你选择与某人保持距离，不是因为不在乎，而是因为你清楚 地知道：别幻想了，他不属于自己。,"Bức thư viết cho chính mình số 774 Có những lúc bạn lựa chọn giữ khoảng cách với một ai đó không phải vì bạn không quan tâm đến người ta mà là bởi bạn viết ra một điều rằng: Đừng hoang tưởng nữa, anh ấy không thuộc về bạn."
775,写 给 自己 的 第 775 封 信 生活只有两种选择：重新出发，做自己生命的主角；抑或是停留在原 地，做别人的配角。,Bức thư viết cho chính mình số 775 Cuộc sống này chi có hai sự lựa chọn: Hoặc xuất phát lại từ đầu làm vai chính trong cuộc sống của chính mình hoặc mãi dậm chân tại chỗ và vĩnh viễn làm vai phụ cho cuộc đời của người khác.
