src_id,src_lang,tgt_lang
876,写 给 自己 的 第 876 封 信 人生中许多当下无解的难题，度过的唯一方式就是苦苦的煎熬，熬到 一部分的自己死去，熬到一部分的自己醒来，熬到脱胎换骨，恍若隔世。,"Bức thư viết cho chính mình số 876 Đời người có biết bao nhiêu câu hỏi khó chẳng thể tìm ra lời giải đáp. Cách duy nhất để vượt qua những câu hỏi này là tự mình chịu dung sự dày vò, chịu đựng đến nỗi một phần trong mình đã chết đi, rồi lại sống lại chịu đựng, đến độ thay da đối thịt."
877,在这个匆忙的世界，没人有时间照顾你。,"Trong thế giới vội vã này, chẳng ai có thời gian để mà chăm sóc bạn."
877,你若不坚 强，谁替你勇敢。,Nếu như bạn không đủ kiên cường thì liệu có ai dũng cảm thay bạn đây.
877,写 给 自己 的 第 877 封 信 不想经历大喜大悲，不愿背负太多期盼，想让生活变得简单，想让 自己随遇而安，偶尔悄悄幻想，偶尔浅浅浪漫。,"Bức thư viết cho chính mình số 877 Chẳng muốn nếm trải những gì quá vui mừng hay quá đớn đau, cũng không mong muốn phải gánh vác những kì vọng thật to lớn. Chỉ muốn cuộc sống này trở nên thật đơn giản, muốn bản thân trở nên thật an phận thủ thường để thinh thoang tự mình ao tưởng, tự mình lãng mạn mông lung."
879,你美慕我的自由，我羡慕你的约束；你羡慕我的 车，我美慕你的房；真正的美丽，不是青春的容颜，而是绽放的心灵；不 是巧言令色，而是真诚与人；不是物质的附庸，是知识的光芒。,Tôi trầm trồ trước chiếc xe của bạn thì bạn thán phục được ngôi nhà của tôi. Vẻ đẹp thật sự không phải là nhan sắc của thời thanh xuân mà là tâm hồn được cởi mở với đời; không phải những lời xu nịnh giả tạo mà là tấm lòng thành chân thật; không phải là giàu mà là sở hữu ánh hào quang của tri thức.
880,写 给 自己 的 第 880 封 信 不知道从何时开始，那些曾经让我执着的人和事都变得可有可无。,"Bức thư viết cho chính mình số 880 Chẳng biết bắt đầu từ khi nào, những con người và sự việc luôn khiến tôi day dứt trong lòng lại trở nên chẳng còn quan trọng nữa."
881,要记住：最优秀的那个一定是明天的你！,Phải nhớ kĩ rằng: Ngày mai bạn nhất định sẽ trở thành một người xuất sắc như thế kia!
881,写 给 自己 的 第 881 封 信 生活不会因为你是女生就怜香惜玉。,Bức thư viết cho chính mình số 881 Cuộc sống sẽ không vì bạn là con gái mà thương hoa tiếc ngọc.
881,学会从一些磨砺中升华出更好的 自己。,Hãy học cách để bản thân trở nên hoàn hảo hơn từ trong những sự ren luyện.
883,人在跳 板上，最难的不是跳下来那一刻，而是跳下来之前，心里的挣扎、犹豫、 无助和患得患失，根本无法向别人倾诉。,"Khi đứng trên ván cầu đó, khó khăn nhất không phải là khoảnh khắc ta phải nhảy xuống mà là những giẳng xé, do dự, tính toán được mất trước khi nhảy xuống. Những điều đó chẳng có cách nào để nói cho người khác biết."
885,其实，在别人眼里， 他们美慕你一个人可以那么坚强，羡慕你一个人可以淡定从容。,"Thực ra trong con mắt của người khác, họ ngưỡng mộ ban có thế mạnh mẽ và ngưỡng mộ bạn có thể điềm đạm ung dung."
886,写 给 自己 的 第 886 封 信 如果你感到委屈，证明你还有底线；如果你感到迷茫，证明你还有追 求；如果你感到痛苦，证明你还有力气；如果你感到绝望，证明你还有希 望。,Bức thư viết cho chính mình số 886 Nếu như bạn cảm thấy oan ức thì chứng tỏ bạn vẫn còn giới hạn. Nếu như bạn cảm thấy mông lung lạc lối chứng tỏ bạn vẫn còn nhiều điều muốn theo đuổi. Nếu như bạn cảm thấy đau khổ chứng tỏ bạn vẫn còn sức lực.
886,从某种意义上，你永远都不会被打倒，因为你还有你。,"Trên một tầng ý nghĩa nào đó, ban vĩnh viễn sẽ không bị bất cứ điều gì đạp đổ bởi vì bạn vẫn còn bản thân mình."
888,时间也不会帮我们解决问题，只会把原来怎么也想不通的问题，变得不再 重要。,Thời gian cũng chẳng giúp ta giải quyết vấn đề gì nhưng sẽ biến những vấn đề vốn ta không thể nghĩ thông trở nên không còn quan trọng nữa.
888,写 给 自己 的 第 888 封 信 时间不能减轻我们所受的伤害，但却能让我们变得不那么害怕伤害。,Bức thư viết cho chính mình số 888 Thời gian không thể xóa dịu hết những t6n thương của chúng ta nhưng lại khiến chúng ta trở nên không còn sợ hãi việc bị tổn thương nữa.
889,然而你却能一个人下班，一个人乘地 铁，一个人上楼，一个人吃饭，一个人睡觉，一个人发呆。,"Nhưng bạn lại có thể một mình tan làm, một mình ngồi tàu ngầm, một mình lên lầu, một mình ăn cơm, một mình đi ngủ, một mình ngồi ngây ngốc."
889,写 给 自己 的 第 889 封 信 也许你现在仍然是一个人下班，一个人乘地铁，一个人上楼，一个 人吃饭，一个人睡觉，一个人发呆。,"Bức thư viết cho chính mình số 889 Có thể bây giờ bạn chỉ có một mình tan làm, một mình ngồi tàu ngầm, một mình lên lầu, một mình ăn cơm, một mình đi ngủ và một mình ngồi thần mặt ra."
