src_id,src_lang,tgt_lang
6979,而且这真的很简单。,Và nó thực sự rất đơn giản.
6979,它们大约需要一天半的时间才能生长。,Chúng mất khoảng một ngày rưỡi để phát triển.
6979,它变得就像我们所做的一切一样，我们培养这些细菌。,"Nó trở nên giống như tất cả những gì chúng ta làm, chúng ta nuôi những vi khuẩn này."
6979,它们携带着这些冠状病毒靶标。,Chúng mang những mục tiêu virus corona này.
6980,为了绝对安全，我们对它们进行了灭活处理，尽管没有安全问题，因为灭活也能稳定它们。,"Chúng tôi bất hoạt chúng chỉ để chắc chắn hoàn toàn, mặc dù không có vấn đề an toàn nào vì việc bất hoạt cũng ổn định chúng."
6980,然后我们就把它们送到任何进行测试的地方。,Và chúng tôi chỉ gửi chúng đi bất cứ nơi nào đang tiến hành thử nghiệm.
6981,我们说，如果你想验证你的测试，如果你想确保你的工作流程正常运行，如果你想在外面放一辆小汽车或卡车,"Và chúng tôi nói rằng, nếu bạn muốn xác thực bài kiểm tra của mình, nếu bạn muốn đảm bảo quy trình công việc của bạn hoạt động chính xác, nếu bạn muốn đặt một chiếc xe nhỏ hoặc một chiếc xe tải ở bên ngoài"
6982,如果您想在远程级别上对矿山进行测试，您需要一些控制，这里有一些控制。,"Nếu bạn muốn thực hiện thử nghiệm ở cấp độ từ xa đối với mỏ, bạn cần một số điều khiển, đây là một số điều khiển."
6982,所以它是一种使能试剂，它允许人们开发质量保证和熟练程度,"Vì vậy, đó là một thuốc thử cho phép mọi người phát triển bảo đảm chất lượng và thành thạo"
6983,所以我们开始使用这种仿生学方法进行冠状病毒研究。,"Vì vậy, chúng tôi đã bắt đầu nghiên cứu coronavirus của mình bằng cách sử dụng phương pháp bắt chước sinh học này."
6984,因此，您需要知道新冠病毒检测主要有两种方式。,"Vì vậy, bạn cần biết rằng xét nghiệm coronavirus có thể được thực hiện theo hai cách cơ bản."
6984,您可以检测病毒本身，也可以检测抗体。,Bạn có thể phát hiện virus hoặc phát hiện kháng thể.
6985,我的意思是，有很多抗体检测的工具。,"Ý tôi là, có rất nhiều bộ dụng cụ xét nghiệm kháng thể"
6986,您不需要任何实验室基础设施。,Bạn không cần bất kỳ cơ sở hạ tầng phòng thí nghiệm nào.
6986,这些设备正在上市，因为它们更容易在家中使用，在偏远地区也更容易使用。,"Những thiết bị này đang được tung ra thị trường bởi vì chúng dễ sử dụng hơn ở nhà, chúng cũng dễ sử dụng hơn trong các môi trường từ xa."
6987,但为了验证抗体检测，现在我们无法作弊抗体。,"Nhưng để xác thực xét nghiệm kháng thể. Bây giờ, chúng ta không thể gian lận với kháng thể."
6987,您只需滴一滴血，就可以得到答案。,Bạn chỉ cần một giọt máu. Và bạn có thể nhận được câu trả lời.
6988,抗体非常特异。,Kháng thể rất đặc hiệu.
6990,为了培养冠状病毒，我们会在哺乳动物细胞上培养它。,"Để nuôi cấy virus corona, chúng tôi nuôi cấy nó trên các tế bào động vật có vú."
6992,将个人防护装备和所有安全规程重新用于此目的花了一些时间。,Phải mất một chút thời gian để tái sử dụng thiết bị bảo hộ cá nhân và tất cả các quy trình an toàn của chúng tôi.
6993,现在，我们正在向国家检测系统提供这种资源，用作额外的控制。,"Và giờ đây, chúng tôi đang cung cấp nguồn lực này cho hệ thống xét nghiệm quốc gia, để sử dụng làm biện pháp kiểm soát bổ sung."
6994,向你和你的研究小组表示祝贺，你们做出了这项工作。,Xin chúc mừng bạn và nhóm nghiên cứu của bạn đã thực hiện điều này.
