src_id,src_lang,tgt_lang
626,写 给 自己 的 第 626 封 信 当你觉得处处不如人时，不要自卑，记得你只是平凡人。当别人忽 略你时，不要伤心，每个人都有自己的生活。当你看到别人在笑时，不要 以为世界上只有你一个人在伤心，其实别人只是比你会掩饰。当你很无助 时，必须振作起来，即使输掉了一切，也不要输掉微笑。,"Bức thư viết cho chính mình số 626 Khi bạn thấy mình không có điểm nào bằng người khác thì đừng tự tỉ. Hãy nhớ rằng bạn chỉ là người bình thường thôi. Khi người khác không quan tâm đến bạn thì cũng đừng buồn vì ai cũng có cuộc sống riêng của mình. Khi bạn nhìn thấy người khác cười đừng nghĩ rằng trên đời này chỉ có một mình bạn đau lòng. Thực ra chỉ là người khác biết che giấu nỗi đau giỏi hơn bạn thôi, khi bạn thấy mình vô dụng thì phải vực dậy và cho dù thua tất cả cũng không được mất đi nụ cười."
627,写 给 自己 的 第 627 封 信 人生聚散无常，起落不定。一份好心情，是人生唯一不能被剥夺的财 富。这个世界，该是你的跑也跑不了，不是你的急也急不来。得之坦然， 失之泰然，随性而往，随遇而安，一切随缘是最豁达而明智的人生态度。,"Bức thư viết cho chính mình số 627 Cuộc đời luôn có những thay đổi bất thường và tâm trạng tốt là tài sản duy nhất không thể bị cướp đi được. Trong thế giới này, cái gì thuộc về bạn thì có chạy cũng chạy không thoát và không phải của bạn thì có vội cũng không được. Có thì thản nhiên, mất vẫn bình tĩnh, mọi thứ hãy để cho tự nhiên bạn nhé. Tùy duyên mà có thì dây chính là thái độ sống rộng lượng mà thông minh nhất."
628,写 给 自己 的 第 628 封 信 希望你能再变得淡定点，淡定地面对旁人的闲言碎语，淡定地面对别 人未履行的承诺，淡定地面对身边人的渐行渐远，淡定地面对生活中遇到 的挫折。,"Bức thư viết cho chính mình số 628 Hi vọng bạn có thể điềm nhiên. Điềm nhiên để đối mặt với những lời đàm tiếu của người đời, điềm nhiên để đối mặt với những lời hứa chưa thực hiện được và điềm nhiên đối mặt với những khó khăn trắc trở trong cuộc đời. Bức thư viết cho chính mình số 628 Thu hoạch lâu dài nhất của cuộc đời chính là sự trân trọng. Hạnh phúc trong cuộc đời luôn bắt đầu từ trái tìm hướng đến những điều tốt đẹp. Trái tim đơn giản thì thế giới sẽ trở nên giản đơn. Hãy chờ đợi hạnh phúc mỉm cười và luôn hướng đến ngày mai bạn nhé."
630,写 给 自己 的 第 630 封 信 用单纯的眼光看待人生，你将少掉许多莫名的烦恼；用幸福的脚印丈 量生活，你的步履会轻盈洒脱；用感恩的心去面对帮你的人，你会发现人 间有许多无私与美好；用宽容的心去面对伤你的人，你会觉得他们其实也 都不容易.,"Bức thư viết cho chính mình số 630 Dùng ánh mắt đơn thuần nhìn nhận thế giới, bạn sẽ hớt đi được rất nhiều phiền não. Dùng dấu chân hạnh phúc đi trên đường đời thì bước chân của bạn sẽ nhẹ nhàng hơn rất nhiều. Dùng tấm lòng biết ơn đối xử với những người từng giúp bạn, bạn sẽ phát hiện ra trên thế giới này còn rất nhiều người vô tư và vô số điều tốt đẹp. Dùng tấm lòng khoan dung để đối xử với những người làm tổn thương bạn và bạn sẽ phát hiện ra thực chất họ cũng có những nỗi khổ tâm riêng."
631,写 给 自己 的 第 631 封 信 人生这场旅行，时间是最公平的资源。我们，是看客，也是风景。感 谢所有走进生命的人，无论你我之间有怎样的交集，都已随时间定格。岁 月苍老了容颜，也淡然了心境，时光斑驳了记忆，也铭记了你我。,"Bức thư viết cho chính mình số 631 Trong chuyến du lịch cuộc đời thì thời gian chính là cán cân công bằng nhất. Chúng ta vừa là hành khách vừa là phong cảnh trong chuyến du lịch này. Hãy cảm ơn tất cả những người bước vào cuộc đời của chúng ta vì cho dù chúng ta gặp nhau như thế nào cũng do thời gian định sẵn trước rồi. Năm tháng khiến ta già đi nhưng cũng khiến ta điềm nhiên hơn, cũng như vậy, thời gian xóa nhòa ý thức đồng thời lại khắc ghỉ chúng bên trong mỗi người."
632,写 给 自己 的 第 632 封 信 能够拯救你的，只能是你自己，不必纠结于外界的评判，不必掉进他 人的眼神，不必为了讨好这个世界而扭曲了自己。一个真正坚强的人，坚 强的不是嘴，而是心。学会放弃，学会放下，学会遗忘，才可能拥有更美 好的生活。,"Bức thư viết cho chính mình số 632 Người có thể cứu van bạn chỉ có chính bạn mà thôi. Bạn không cần quan tâm đến phán xét của người đời, không cần phải lọt vào mắt ai đó và cũng không cần nịnh nọt ai đó mà làm méo mó bản thân. Một người kiên cường thực sự không phải kiên cường ở lời nói mà là kiên cường trong tấm lòng. Chỉ khi nào bạn biết từ bỏ và biết lãng quên bạn mới có được cuộc sống tươi đẹp hơn."
633,写 给 自己 的 第 633 封 信 如果心累了，在宁静的夜晚，湖一杯清茶，放一曲淡淡的音乐，让 哑，是一种聪明。,"Bức thư viết cho chính mình số 633 Nếu trong lòng mệt mỏi bạn hãy pha một tách trà, phát một bản nhạc nhẹ, trong đêm tối tĩnh lặng, bản thân đắm chìm trong hương trà thơm dịu nhẹ và âm nhạc tuyệt vời. Trong cuộc sống, cái gì nên nói thì nói, không nên nói thì im lặng, đó chính là đỉnh cao của sự thông minh."
634,写 给 自己 的 第 634 封 信 你给了生活意境，那么生活才能给你风景，打开一扇心窗，拥有一份 温而不沸的情怀，拥有一颗淡然的心，懂得接受生命中的遗憾，学会珍惜 生命中的感动，让心溢满宁静与阳光，以从容的姿态，安之若素，将万千 繁华赏尽，携一抹风轻云淡，笑看流年。,"Bức thư viết cho chính mình số 634 Bạn cho cuộc sống ý nghĩa thì cuộc sống mới có thể cho bạn cảnh sắc, cho bạn mở rộng lòng mình, có tình cảm ấm áp mà không sục sôi, một trái tim điềm nhiên biết cách chấp nhận những điều đáng tiếc trong cuộc đời, cho bạn học cách trân trọng những điều cảm động trong cuộc đời để trái tím tràn ngập bình tĩnh và cho bạn ánh nắng ấm áp, lấy tâm thế ung dung để tận hưởng trọn phồn hoa trong đời. Bạn hãy mang theo gió nhẹ mây mờ, nụ cười dịu dàng qua từng năm tháng nhé."
635,写 给 自己 的 第 635 封 信 这个世界上有很多事情是不值得我们花心思去焦虑和困扰的，所以千 万不要为了那些无关紧要的人、无关紧要的事，让自己陷入无限的纠结和 愤怒之中，毕竞它们在我们以后的人生中根本不值得一提。要尽量把我们 的时间和精力，留给我们深爱着的人和事。,"Bức thư viết cho chính mình số 635 Trên đời này có rất nhiều chuyện không đáng để chúng ta tốn công nghĩ ngợi phiền muộn vì thế nhất định đừng để những người, những việc không liên quan đến bản thân khiến cho mình tức giận. Dù gì những chuyện đó cũng không liên quan gì đến cuộc đời chúng ta sau này. Hãy dành trọn thời gian và sức lực của bản thân đành cho những người thân yêu nhất."
636,写 给 自己 的 第 636 封 信 不要在一件别扭的事上纠缠太久。纠缠久了，你会烦，会痛，会厌， 会累，会神伤，会心碎。实际上，到最后，你不是跟事过不去，而是跟自 己过不去。无论多别扭，你都要学会抽身而退。,"Bức thư viết cho chính mình số 636 Đừng vì một chuyện không hay mà dùng đằng không dứt. Nếu cứ kéo dài bạn sẽ thấy phiền, sẽ đau khổ, sẽ mệt mỏi, sẽ tổn thương và sẽ đau lòng. Thực tế đến cuối cùng không phải bạn không thể bó qua cho sự việc mà là bạn không thể bỏ qua cho chính mình. Cho du có không hay tới đâu, bạn cũng nhất định cần biết cách rút lui."
