src_id,src_lang,tgt_lang
5117_1_1,第 504 条和 IEP。,Mục 504 và IEP.
4828_1_1,几年前，但这里有一个复古的残酷的呃，左边的肿块，呃，这个在右边，我们已经把游轮分开了，你可以看到呃，它就像一个小鸡蛋，呃，呃，有点像王冠,"Cách đây vài năm, nhưng đây là một cái gì đó tàn nhẫn cổ điển, à, khối u bên trái trên cái à, cái này ở bên phải, chúng tôi đã tách cuộc hành trình và bạn có thể thấy à, nó giống như một quả trứng nhỏ, à, à, giống như một chiếc vương miện"
6921_1_3,结核杆菌很危险。,Vi khuẩn lao rất nguy hiểm.
5200_1_2,同样地，与结果相关，有人问，是否还有其他学术成果，或者您提到的那些学术成果，比如高中毕业率降低？,"Tương tự như kết quả, một người đã hỏi liệu có kết quả học tập nào khác, hoặc kết quả học tập mà bạn đã đề cập, chẳng hạn như khả năng thấp hơn để hoàn thành trung học phổ thông,"
6321_1_1,肿瘤。,u bướu.
6449_1_1,类癌综合征，一种类癌危象。,"Hội chứng carcinoid, một cơn khủng hoảng carcinoid."
4871_1_1,这就是我们在做的事情，我们希望它能治愈这么多病人，基本上就是一个简化版的，用通俗易懂的语言解释了你听到的演讲。,"Đây là những gì chúng tôi đang làm, chúng tôi hy vọng nó sẽ có tác dụng chữa bệnh ở nhiều bệnh nhân như vậy và về cơ bản chỉ là một phiên bản rút gọn, một phiên bản bằng ngôn ngữ đơn giản của bài thuyết trình mà bạn đã nghe."
6115_1_1,他基本上被虫子吃掉了，所以他患上了我们医学上称为广泛性强直性脊柱炎的疾病。,"Anh ta về cơ bản bị giun ăn hết, vì vậy anh ta mắc phải căn bệnh mà chúng tôi gọi trong y học là bệnh Crohn lan tỏa."
7351_1_1,这对新冠病毒来说当然是真的。,Điều đó chắc chắn đúng với virus COVID.
6801_1_1,休斯医生已经提到过，我们有PRRT，它是一种静脉注射的方式。,"Bác sĩ Hughes đã đề cập đến việc chúng ta có PRRT, là một loại tiêm tĩnh mạch."
7672_1_2,基于这些发现，CTF已经合作,"Dựa trên những phát hiện này, CTF đã hợp tác"
4902_1_1,例如红细胞。,Giống như các tế bào máu đỏ.
6792_1_3,但现在，其中一项研究正在提出问题，我们还能做更多吗？,chúng ta có thể làm nhiều hơn không?
4746_1_1,这个结果是一个非护理人员操作，患者有一个巨大的肿块，这是一个模板类型，会进行神经保留的解剖。,"Kết quả là một ca phẫu thuật không phải do y tá thực hiện, bệnh nhân có một khối u lớn, đây là một loại mẫu cần phải mổ tách, giữ lại các dây thần kinh ở bên đó."
