src_id,src_lang,tgt_lang
849,在微软Edge浏览器中查找历史记录（包括在Windows 10系统中）的方法也大体类似。,Việc tìm kiếm lịch sử lướt web trên Microsoft Edge của Windows 10 cũng tương tự.
849,在使用Internet Explorer浏览器（简称为IE浏览器）浏览网站时，所有的浏览历史都会被记录下来。这样能方便你追踪、记录曾经访问过的网站，也能让浏览器自动帮用户补全输入的网址。,"Khi chúng ta sử dụng Internet Explorer, lịch sử duyệt web sẽ được ghi lại. Điều này giúp người dùng dễ dàng tìm lại những trang web mà mình đã truy cập hay tự động hoàn tất địa chỉ khi bạn bắt đầu gõ."
849,使用Internet Explorer 7及7以上的浏览器,Sử dụng Internet Explorer 7+
849,你也可以按下Ctrl+H组合键来直接打开收藏夹侧边栏里的“历史记录”选项卡。,Bạn cũng có thể nhấn tổ hợp phím Ctrl+H để mở ngay tab History hay Lịch sử của thanh bên Favorites.
849,1. 点击窗口右上角的星星按钮。,"Nhấp vào nút hình ngôi sao ở góc trên, bên phải cửa sổ."
849,- 在Internet Explorer 7和8浏览器中，收藏夹按钮位于书签栏的左侧。,"- Trên Internet Explorer 7 và 8, nút Favorites nằm bên trái thanh Bookmarks (dấu trang)."
849,- 如果你使用的是运行Windows 8系统的平板，上面有最新版的Internet Explorer 11浏览器，那么你需要在桌面模式下打开IE浏览器，来访问历史记录。,"- Nếu bạn dùng máy tính bảng Windows 8 với giao diện Modern của Internet Explorer 11, bạn sẽ cần phải mở Internet Explorer giao diện màn hình Desktop để xem lịch sử trình duyệt."
849,2. 点击“历史记录”选项卡。,"Nhấp vào tab ""History""."
849,默认情况下，浏览器会通过日期来分类历史记录。,"Theo mặc định, lịch sử trình duyệt sẽ được phân loại theo thứ tự thời gian."
849,4. 点击一条结果来打开或展开它。,Nhấp vào một kết quả để mở hoặc mở rộng nó.
849,例如，如果以网站形式浏览记录，点击其中一个网站，会打开你在这个网站上浏览的所有页面。,"Chẳng hạn như nếu bạn xem theo trang, khi nhấp vào danh sách một trang chủ, tất cả những website của trang chủ đó mà bạn đã truy cập sẽ hiện ra."
849,根据你选择的分类方式，历史记录可能会被分类到不同的类别中。,Tùy vào thuộc tính sắp xếp của bạn mà lịch sử sẽ được phân loại theo danh sách.
849,选择下拉菜单中的“搜索历史记录”，来搜索你曾访问过的特定网站或页面。,"Chọn ""Search History"" từ trong trình đơn thả xuống để tìm những website hoặc trang cụ thể mà bạn đã truy cập."
849,5. 使用“搜索历史记录”选项来搜索网站。,"Tìm kiếm một trang web nhờ vào tùy chọn ""Search History"" hay ""Tìm kiếm lịch sử""."
849,6. 从历史记录中创建书签。,Tạo đánh dấu từ lịch sử được lưu.
849,使用微软Edge浏览器,Sử dụng Microsoft Edge
849,- 你也可以点击“清除所有历史记录”按钮来删除所有记录。,"- Bạn cũng có thể nhấp chuột hoặc nhấn vào tùy chọn ""Clear all history"" hay ""Xóa tất cả lịch sử""."
849,确保勾选“浏览历史记录”一项，然后点击“清除”按钮。,"Chắc rằng tab ""Browsing history"" đang được chọn, sau đó, kích vào ""Clear""."
849,打开历史记录文件夹,Mở thư mục History
849,你可以在开始菜单中找到“运行”程序，也可以按下Win+R键来打开它。,Mở cửa sổ khởi động Run. Bạn có thể tìm thấy nó trong menu Start hoặc nhấn tổ hợp ⊞ Win+R.
849,这样会打开当前用户的历史记录文件夹。,Thư mục History của người dùng hiện tại sẽ được mở ra.
849,- 你无法浏览其它用户的历史记录文件夹，就算你以管理员的身份运行命令也不行。,"- Bạn không thể xem nội dung trong thư mục lịch sử của người dùng khác, kể cả khi bạn đang truy cập hệ thống với tư cách là quản trị viên."
849,每个文件夹都包含你曾访问过的特定页面的链接。,Mỗi thư mục chứa những đường dẫn đến trang cụ thể mà bạn đã truy cập.
849,4. 选择你想要打开的网站文件夹。,Chọn thư mục trang web mà bạn muốn mở.
849,所有的历史记录都被分类到网站的文件夹中。,Tất cả đường dẫn trong lịch sử đều được phân loại theo trang web.
849,右键点击文件夹中的链接，选择“添加到收藏夹”，来把它添加到书签中。,"Nhấp chuột phải vào một liên kết trong thư mục và chọn ""Add To favorites"" để thêm nó vào danh sách dấu trang Bookmarks."
849,你可以像删除Windows系统里的文件一样删除历史记录。,Bạn có thể xóa lịch sử bằng thao tác xóa tệp trên Windows.
850,你可以用几种方式来为Mac电脑创建网站“黑名单”。,"Bạn có thể tạo ""danh sách đen"" website trên Mac theo nhiều cách."
850,虽然内置的“家长控制”选项是最容易使用的，但如果你想要在管理员帐户上屏蔽站点，则需要使用hosts文件。,"Mặc dù tùy chọn tích hợp sẵn Parental Control (Kiểm soát của phụ huynh) là dễ sử dụng nhất, nhưng bạn sẽ cần chỉnh sửa tập tin host nếu muốn chặn website trên tài khoản quản trị viên."
850,启用家长控制,Kích hoạt Kiểm soát của phụ huynh
850,1. 打开“系统偏好设置”。,Mở System Preferences (Tùy chỉnh hệ thống).
850,点击顶部菜单中的Apple图标，并选择“系统偏好设置”。,Nhấp chuột vào biểu tượng quả táo ở trình đơn ngay đầu màn hình và chọn System Preferences.
850,你还可以在“应用程序”文件夹中找到它，通常在Dock栏上。,Bạn có thể tìm trong thư mục Applications (Ứng dụng) hoặc trên Dock (Khay hệ thống).
850,2. 选择“家长控制”。,Chọn Parental Controls.
850,如果你没有看到它，在“系统偏好设置”窗口右上角的搜索栏中输入“家长控制”。,"Nếu không nhìn thấy biểu tượng, bạn có thể gõ ""Parental Controls"" vào thanh tìm kiếm ở góc trên cùng bên phải cửa sổ System Preferences."
850,这个程序在大多数OS X版本中都是一个清晰的黄色图标。,"Trên đa số các phiên bản OS X, tùy chọn này có biểu tượng màu vàng."
850,3. 选择孩子的帐户。在左侧窗格中，点击要屏蔽或取消屏蔽网站的用户帐户，然后点击“启用家长控制”。,"Chọn tài khoản của trẻ em. Ở bảng điều khiển bên trái, nhấp chuột vào tài khoản người dùng bạn muốn chặn hoặc bỏ chặn website, sau đó nhấp chuột vào ""Enable Parental Controls"" (Kích hoạt kiểm soát của phụ huynh)."
850,- 如果你的孩子没有帐户，选择“使用家长控制创建新帐户”选项，并按照屏幕上的提示操作。,"- Nếu trẻ không có tài khoản, hãy chọn mục ""create a new account with parental controls"" (tạo tài khoản mới với quyền kiểm soát của phụ huynh) và làm theo hướng dẫn trên màn hình."
850,- 如果无法选择用户，点击窗口角落的锁形图标，并输入管理员密码。[1] 研究来源,"- Nếu không thể chọn người dùng, nhấp chuột vào biểu tượng khóa ở góc màn hình và nhập mật khẩu quản trị viên.[1] Nguồn nghiên cứu"
850,在一些较老版本的Mac OS X中，这个选项卡叫做“内容”。,"Một số phiên bản Mac OS X cũ hơn sẽ thay bằng tab ""Content"" (Nội dung)."
850,- 选择“尝试自动限制访问成人网站”会使用Apple默认列表来屏蔽成人网站。,"- Chọn ""Try to limit access to adult websites automatically"" (Tự động hạn chế truy cập đến website có nội dung người lớn) sẽ chặn website người lớn trong danh sách mặc định của Apple."
850,你可以用自定义按钮向这个列表添加或删除网站。,Bạn có thể thêm hoặc gỡ bỏ website trong danh sách này bằng nút Customize (Tùy chỉnh).
850,使用+和-按钮添加或移除按钮。,Thêm hoặc gỡ bỏ website bằng nút + và -.
850,- “仅允许访问这些网站” 屏蔽所有没有明确在这个选项下列出的网站。,"- ""Allow access to only these websites"" (Chỉ cho phép truy cập những website này) sẽ chặn toàn bộ website ngoại trừ các website trong danh sách."
850,6. 考虑额外的限制。要阻止通过应用程序访问成人内容，点击“应用程序”选项卡，并根据需要调整设置。如果要将对电脑的访问限制在一定时间内，访问“时间限制”选项卡。,"Xem các hạn chế bổ sung. Để chặn truy cập nội dung người lớn trên ứng dụng, nhấp chuột vào tab App (Ứng dụng) và điều chỉnh cài đặt theo ý muốn. Để hạn chế truy cập trên máy tính trong thời gian nhất định, truy cập tab Time Limits (giới hạn thời gian)."
850,7. 取消屏蔽网站。如果要解除对所有网站的屏蔽，选择“允许无限制访问网站”。,"Chặn website. Để bỏ chặn toàn bộ website, chọn ""Allow unrestricted access to websites"" (Cho phép truy cập website không hạn chế)."
850,这样不会禁用其他选项卡中的家长控制设置（如应用程序和人员）。,Tùy chọn này không vô hiệu hóa cài đặt kiểm soát của phụ huynh trên các tab khác (ví dụ như App và People).
850,1. 打开“终端”应用程序。,Mở ứng dụng Terminal.
850,通过关联错误的IP地址和某个URL，就可以阻止浏览器访问它。,"Bằng cách kết hợp với địa chỉ IP giả của một URL cụ thể, bạn có thể ngăn không cho trình duyệt truy cập website đó."
850,打开“应用程序”，然后“实用工具”，最后打开“终端”。这个程序允许你修改hosts文件，而这个文件会为某些URL提供IP地址。,Mở Applications (Ứng dụng) > Utilities (Tiện ích) > Terminal. Ứng dụng cho phép bạn chỉnh sửa tập tin host - cung cấp địa chỉ IP của URL cụ thể.
850,虽然不建议将它作为阻止其他用户访问的“唯一”方法，但你可以将它与其他方法一起尝试，以便获得更好的效果。,"Mặc dù đây không phải là cách duy nhất để chặn truy cập của người dùng, bạn có thể kết hợp với các phương pháp khác để đạt hiệu quả cao hơn."
850,- 在“终端”中输入sudo /bin/cp /etc/hosts /etc/hosts-original（和原始版本名称保持一致）。,"- Trong Terminal, nhập lệnh sudo /bin/cp /etc/hosts /etc/hosts-original exactly as it appears."
850,- 按键盘上的Enter键执行命令。,- Nhấn nút Enter trên bàn phím để thực thi lệnh.
850,输入密码并按Enter。,Gõ mật khẩu và nhấn Enter.
850,3. 输入管理员密码。,Nhập mật khẩu quản trị viên.
850,“终端”应该会提示你输入密码。,Terminal sẽ yêu cầu bạn nhập mật khẩu.
850,这个命令将在“终端”内用“文本编辑”模式打开Mac电脑的hosts文件。[3] 研究来源,Lệnh này sẽ mở tập tin host của Mac ở chế độ TextEdit trongTerminal.[3] Nguồn nghiên cứu
850,- 或者你也可以使用命令sudo nano -e /etc/hosts在主“终端”窗口中编辑hosts文件。,"- Ngoài ra, bạn có thể chỉnh sửa tập tin host tại cửa sổ Terminal bằng lệnh sudo nano -e /etc/hosts."
850,Hosts文件应该已经有几个IP地址关联到“localhosts”。,"Tập tin host có sẵn vài địa chỉ IP liên kết với ""localhosts""."
850,千万不要编辑或删除这个文本，否则网页浏览器可能会停止工作。,Không được chỉnh sửa hay xóa đoạn văn bản này nếu không trình duyệt sẽ không hoạt động.
850,- 如果使用主“终端”窗口，用箭头键可以到达页面底部。,"- Nếu bạn sử dụng cửa sổ chính Terminal, hãy dùng phím mũi tên để chuyển xuống dòng cuối cùng của trang."
850,- 一些用户报告了漏洞——新文本只能添加到hosts文件中的现有文本的上面才行。[4] 研究来源,"- Một vài người dùng đã báo cáo xảy ra lỗi, bạn chỉ thêm được dòng mới vào phía trên văn bản có sẵn trong tập tin host.[4] Nguồn nghiên cứu"
850,6. 输入127.0.0.1。这是本地IP地址。,Gõ 127.0.0.1. Đây là địa chỉ IP nội bộ.
850,如果网页浏览器被指向这个地址，将无法访问页面。,Nếu trình duyệt web chuyển trực tiếp đến địa chỉ này tức là nó không thể truy cập trang web.
850,例如，如果你想屏蔽对Facebook的访问，这一行应该是“127.0.0.1 www.facebook.com”。,"//."" Ví dụ, nếu muốn chặn truy cập tới Facebook, bạn nhập ""127.0.0.1 www.facebook.com."""
850,例如，“google.com”只会屏蔽谷歌主页。,"Ví dụ, ""google.com"" chỉ chặn được trang chủ Google."
850,但你仍然可以访问google.com/maps、google.com/mail等等。,"Bạn vẫn có thể truy cập google.com/maps, google.com/mail, v.v."
850,（在某些情况下，文件可能会自动保存。,"(Trong một vài trường hợp, tập tin sẽ được lưu tự động.)"
850,9. 关闭并保存hosts文件。,Tắt và lưu tập tin host.
850,- 如果在主“终端”窗口编辑，按ctrl+O保存，然后按ctrl+X关闭文件。,"- Nếu chỉnh sửa tại cửa sổ chính Terminal, nhấn phím ctrl+O để lưu, sau đó nhấn ctrl+X để tắt tập tin."
850,在“终端”中输入命令dscacheutil -flushcache，并按Enter。这样就会清除缓存，因此浏览器肯定会立即检查更新后的hosts文件。,Gõ lệnh dscacheutil -flushcache vào Terminal và nhấn Enter. Đây là lệnh xóa bộ nhớ đệm nên trình duyệt web sẽ kiểm tra cập nhật tập tin host ngay lập tức.
850,- 127.0.0.1 (URL)不带“www”,"- 127.0.0.1 (URL) không có ""www"""
850,- 127.0.0.1 login.(URL) 或 apps.(URL)是主页的两种常见的变化形式。,- 127.0.0.1 login.(URL) hoặc apps.(URL) là một số biến thể thường gặp của trang chủ.
850,大多数网站不会自动通过IPv6连接你电脑，但Facebook明显是个例外。,"Hầu hết các website không tự động kết nối thông qua IPv6, nhưng Facebook là ngoại lệ."
