src_id,src_lang,tgt_lang
849,在使用Internet Explorer浏览器（简称为IE浏览器）浏览网站时，所有的浏览历史都会被记录下来。这样能方便你追踪、记录曾经访问过的网站，也能让浏览器自动帮用户补全输入的网址。你可以在IE浏览器中查看浏览记录，也可以通过文件资源管理器来进行查看。在微软Edge浏览器中查找历史记录（包括在Windows 10系统中）的方法也大体类似。,"Khi chúng ta sử dụng Internet Explorer, lịch sử duyệt web sẽ được ghi lại. Điều này giúp người dùng dễ dàng tìm lại những trang web mà mình đã truy cập hay tự động hoàn tất địa chỉ khi bạn bắt đầu gõ. Bạn có thể xem lịch sử duyệt web trên Internet Explorer hoặc thông qua ứng dụng quản lý tệp File Explorer. Việc tìm kiếm lịch sử lướt web trên Microsoft Edge của Windows 10 cũng tương tự."
849,步骤,Các bước
849,方法 1,Phương pháp 1
849,方法 1 的 3:,Phương pháp 1 của 3:
849,使用Internet Explorer 7及7以上的浏览器,Sử dụng Internet Explorer 7+
849,1. 点击窗口右上角的星星按钮。这样会打开收藏夹侧边栏。你也可以按下Ctrl+H组合键来直接打开收藏夹侧边栏里的“历史记录”选项卡。,"1. Nhấp vào nút hình ngôi sao ở góc trên, bên phải cửa sổ. Thao tác này sẽ mở ra thanh bên Favorites hay Mục yêu thích. Bạn cũng có thể nhấn tổ hợp phím Ctrl+H để mở ngay tab History hay Lịch sử của thanh bên Favorites."
849,- 在Internet Explorer 7和8浏览器中，收藏夹按钮位于书签栏的左侧。,"- Trên Internet Explorer 7 và 8, nút Favorites nằm bên trái thanh Bookmarks (dấu trang)."
849,- 如果你使用的是运行Windows 8系统的平板，上面有最新版的Internet Explorer 11浏览器，那么你需要在桌面模式下打开IE浏览器，来访问历史记录。当你在新版浏览器的地址栏中输入地址的时候，浏览器会自动填充推荐的网站地址，你只能通过这种方式来查看浏览记录。当然，你也可以点击“扳手”按钮，快速切换到桌面模式，然后选择“在桌面上进行浏览”。[1] 研究来源,"- Nếu bạn dùng máy tính bảng Windows 8 với giao diện Modern của Internet Explorer 11, bạn sẽ cần phải mở Internet Explorer giao diện màn hình Desktop để xem lịch sử trình duyệt. Cách duy nhất để xem lịch sử duyệt web trên môi trường Modern là thông qua các trang gợi ý xuất hiện khi bạn bắt đầu nhập địa chỉ. Bạn có thể nhanh chóng chuyển sang chế độ Desktop bằng cách nhấn vào nút hình cờ lê và chọn ""View on the desktop"" (xem trên chế độ màn hình).[1] Nguồn nghiên cứu"
849,2. 点击“历史记录”选项卡。如果你按下Ctrl+H组合键来直接打开侧边栏，这样会直接选择并打开“历史记录”选项卡。,"2. Nhấp vào tab ""History"". Tính năng này sẽ được chọn sẵn nếu bạn nhấn tổ hợp phím Ctrl+H để mở thanh bên."
849,3. 确定以何种方式分组所有浏览记录。默认情况下，浏览器会通过日期来分类历史记录。你也可以使用侧边栏顶部的下拉菜单来重新选择分类方法，下拉菜单里有“按网站名查看”、“最常访问的网站”、“按今天的访问顺序查看”或“按日期查看”等多个选项。你可以通过网站列表、最常访问的网站，或某天访问的所有网站等方式来查看浏览记录。此外，还可以输入搜索关键字来进行搜索。,"3. Sắp xếp kết quả theo ý bạn. Theo mặc định, lịch sử trình duyệt sẽ được phân loại theo thứ tự thời gian. Bạn có thể sử dụng bảng chọn thả xuống ở đầu thanh bên để sắp xếp chúng theo tên trang web, trang được xem nhiều, các trang được truy cập cùng ngày hay tìm kiếm lịch sử lướt web của bạn bằng cách nhập các tiêu chí tìm kiếm."
849,4. 点击一条结果来打开或展开它。根据你选择的分类方式，历史记录可能会被分类到不同的类别中。点击其中一个类别来展开它，里面有多条链接，可以链接到不同的页面。例如，如果以网站形式浏览记录，点击其中一个网站，会打开你在这个网站上浏览的所有页面。,"4. Nhấp vào một kết quả để mở hoặc mở rộng nó. Tùy vào thuộc tính sắp xếp của bạn mà lịch sử sẽ được phân loại theo danh sách. Khi nhấp vào một trong những danh sách này, các đường dẫn đến những trang web cụ thể sẽ hiện ra. Chẳng hạn như nếu bạn xem theo trang, khi nhấp vào danh sách một trang chủ, tất cả những website của trang chủ đó mà bạn đã truy cập sẽ hiện ra."
849,5. 使用“搜索历史记录”选项来搜索网站。选择下拉菜单中的“搜索历史记录”，来搜索你曾访问过的特定网站或页面。,"5. Tìm kiếm một trang web nhờ vào tùy chọn ""Search History"" hay ""Tìm kiếm lịch sử"". Chọn ""Search History"" từ trong trình đơn thả xuống để tìm những website hoặc trang cụ thể mà bạn đã truy cập."
849,6. 从历史记录中创建书签。右键点击某条记录，选择“添加到收藏夹”，就能把任何记录添加到书签中。你需要为书签选择保存路径，并为书签命名。,"6. Tạo đánh dấu từ lịch sử được lưu. Bạn có thể thêm bất kỳ lịch sử duyệt web nào vào danh sách dấu trang của mình bằng cách nhấp chuột phải vào đường dẫn trong lịch sử và chọn ""Add To favorites"" hay ""Thêm vào mục yêu thích"". Một hộp thoại sẽ hiện ra và bạn có thể đặt tên cũng như chọn vị trí lưu trữ đánh dấu."
849,7. 右键点击某条历史记录，然后选择“删除”即可删除任何一条记录或整个类别。 [2] 研究来源,"7. Xóa một dữ liệu bằng cách nhấp chuột phải vào nó và chọn ""Delete"" hoặc ""Xóa"". Bạn có thể thực hiện thao tác với từng đường dẫn hoặc toàn bộ danh sách.[2] Nguồn nghiên cứu"
849,方法 2,Phương pháp 2
849,方法 2 的 3:,Phương pháp 2 của 3:
849,使用微软Edge浏览器,Sử dụng Microsoft Edge
849,1. 点击“中心（收藏夹、阅读列表、历史记录和下载）”按钮。它位于窗口的上部，图标是由几条长短不一的横线组成的，看上去像是段落图案。,"1. Nhấp vào nút xem thêm. Nút này trông như một đoạn văn, nằm phía trên cửa sổ."
849,2. 点击“历史记录” 选项卡，它的图标看上去像是一个时钟。,2. Nhấp chuột hoặc nhấn vào tab lịch sử History với biểu tượng một chiếc đồng hồ.
849,- 你也可以按下Ctrl+H组合键来直接打开这个选项卡。,- Bạn cũng có thể nhấn tổ hợp phím Ctrl+H để mở trực tiếp tab History.
849,3. 找到你要查找的那条历史记录。所有的历史记录会被分成三个部分：最近一个小时、上周和更早。,"3. Tìm lịch sử duyệt web mà bạn cần. Lịch sử của bạn sẽ được sắp xếp theo thời gian thành ba phạm vi: Last hour (giờ trước), Last week (tuần trước) và Older (cũ hơn)."
849,4. 点击某条记录旁边的“X”按钮来删除记录。你可以删除某一条记录，也可以按日期范围删除多条记录。,"4. Xóa một dữ liệu bằng cách nhấp chuột hoặc nhấn vào dấu ""X"" cạnh bên nó. Bạn có thể xóa theo từng liên kết hoặc toàn bộ phạm vi thời gian."
849,- 你也可以点击“清除所有历史记录”按钮来删除所有记录。确保勾选“浏览历史记录”一项，然后点击“清除”按钮。,"- Bạn cũng có thể nhấp chuột hoặc nhấn vào tùy chọn ""Clear all history"" hay ""Xóa tất cả lịch sử"". Chắc rằng tab ""Browsing history"" đang được chọn, sau đó, kích vào ""Clear""."
849,方法 3,Phương pháp 3
849,方法 3 的 3:,Phương pháp 3 của 3:
849,打开历史记录文件夹,Mở thư mục History
849,1. 打开运行窗口。你可以在开始菜单中找到“运行”程序，也可以按下Win+R键来打开它。,1. Mở cửa sổ khởi động Run. Bạn có thể tìm thấy nó trong menu Start hoặc nhấn tổ hợp ⊞ Win+R.
849,2. 输入shell:history，按下回车键。这样会打开当前用户的历史记录文件夹。,2. Gõ shell:history rồi nhấn ↵ Enter. Thư mục History của người dùng hiện tại sẽ được mở ra.
849,- 你无法浏览其它用户的历史记录文件夹，就算你以管理员的身份运行命令也不行。,"- Bạn không thể xem nội dung trong thư mục lịch sử của người dùng khác, kể cả khi bạn đang truy cập hệ thống với tư cách là quản trị viên."
849,3. 选择你想要浏览的日期范围。历史记录文件夹包含四个子文件夹：3周前、2周前、上周和今天。三周以前的所有记录都放在“3周前”的文件夹里。,"3. Chọn phạm vi ngày mà bạn muốn xem lịch sử. Thư mục History có bốn thư mục con: 3 Weeks Ago (3 tuần trước), 2 Weeks Ago (2 tuần trước), Last Week (tuần trước) và Today (hôm nay). Những lịch sử lâu hơn 3 tuần sẽ nằm trong thư mục “3 Weeks Ago”."
849,4. 选择你想要打开的网站文件夹。所有的历史记录都被分类到网站的文件夹中。每个文件夹都包含你曾访问过的特定页面的链接。,4. Chọn thư mục trang web mà bạn muốn mở. Tất cả đường dẫn trong lịch sử đều được phân loại theo trang web. Mỗi thư mục chứa những đường dẫn đến trang cụ thể mà bạn đã truy cập.
849,5. 双击一条记录，接着会在你的默认浏览器（可能不是IE浏览器）里加载网站页面。,"5. Nhấp đúp chuột để mở nó. Đường dẫn sẽ được tải trên trình duyệt mặc định của bạn, có thể không phải là Internet Explorer."
849,6. 将历史记录添加到书签中。右键点击文件夹中的链接，选择“添加到收藏夹”，来把它添加到书签中。你需要为书签选择保存路径，并命名书签。,"6. Thêm một đường dẫn vào dấu trang. Nhấp chuột phải vào một liên kết trong thư mục và chọn ""Add To favorites"" để thêm nó vào danh sách dấu trang Bookmarks. Một hộp thoại sẽ hiện ra cho phép bạn tạo một tiêu đề và vị trí lưu trữ đánh dấu."
